nome_hotel,prezzo_iniziale,prezzo,credito_guadagnato,stanza,città,data,punteggio,stelle,stelle_booking,partner_preferiti,novita,evidenza,numero_recensioni,distanza_centro,genius,offerte,colazione_inclusa,senza_pagamento_anticipato,cancellazione_gratuita,os,username,user_agent_type,TIMESTAMP
Al Baglio di Maqueda,€ 54,€ 49,,Camera Doppia con Letti Singoli,"Albergaria, Palermo",2024-06-15,"6,7
Punteggio di 6,7",,3.0,,False,False,518 recensioni,"1,4 km dal centro",True,,False,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Sky Sleeping,€ 120,€ 85,,Camera Matrimoniale/Doppia con Letti Singoli,Palermo,2024-06-15,"7,7
Punteggio di 7,7",,3.0,preferred,False,False,184 recensioni,"0,9 km dal centro",True,Offerta a tempo limitato ,False,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Posto al Capo,€ 90,€ 81,,Camera Matrimoniale Deluxe con Doccia,"Monte di Pietà, Palermo",2024-06-15,"8,9
Punteggio di 8,9",,3.0,,False,False,360 recensioni,300 m dal centro,True,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Palermo Rooms,€ 94,€ 85,,Camera Matrimoniale Comfort,"Borgo vecchio, Palermo",2024-06-15,"8,0
Punteggio di 8,0",,3.0,preferred,False,False,185 recensioni,"1,1 km dal centro",True,,False,True,True,Windows,marcofantile,desktop,05-07-2024---12:36
Alba central City,€ 76,€ 76,,Camera Matrimoniale con Servizi Igienici in Comune,"Borgo vecchio, Palermo",2024-06-15,"8,3
Punteggio di 8,3",,,preferred,False,False,1.281 recensioni,"0,6 km dal centro",False,,True,True,True,Windows,marcofantile,desktop,05-07-2024---12:36
Suk Ballarò,€ 139,€ 116,Guadagna € 8 di Credito,Camera King Deluxe,"Albergaria, Palermo",2024-06-15,"9,0
Punteggio di 9,0",,4.0,preferred_plus,False,False,169 recensioni,1 km dal centro,True,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Liberty Suites,€ 141,€ 115,Guadagna € 8 di Credito,Camera Matrimoniale Superior,"Ruggero Settimo, Palermo",2024-06-15,"8,6
Punteggio di 8,6",,4.0,preferred_plus,False,False,903 recensioni,500 m dal centro,True,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Hotel Europa,€ 66,€ 66,,Camera Matrimoniale Economy,"Ruggero Settimo, Palermo",2024-06-15,"7,1
Punteggio di 7,1",3.0,,,False,False,986 recensioni,1 km dal centro,False,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Casa Al Massimo,€ 129,€ 121,Guadagna € 8 di Credito,Camera Matrimoniale Standard,"Monte di Pietà, Palermo",2024-06-15,"8,4
Punteggio di 8,4",,3.0,preferred_plus,False,False,191 recensioni,400 m dal centro,True,,False,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Hotel Bel 3,€ 105,€ 95,,Camera Matrimoniale Economy con Vista Parziale,Palermo,2024-06-15,"8,1
Punteggio di 8,1",3.0,,preferred,False,False,2.611 recensioni,"5,5 km dal centro",True,,True,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Hotel Villa d'Amato,€ 100,€ 81,,Camera Tripla Economy,Palermo,2024-06-15,"7,3
Punteggio di 7,3",3.0,,preferred,False,False,1.039 recensioni,"4,2 km dal centro",False,,True,True,True,Windows,marcofantile,desktop,05-07-2024---12:36
B&b Glamour,€ 98,€ 88,,Camera Tripla,Palermo,2024-06-15,"7,9
Punteggio di 7,9",,3.0,,False,False,508 recensioni,250 m dal centro,True,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Suite del Ponte Normanno,€ 109,€ 109,,Junior Suite Deluxe,Palermo,2024-06-15,"8,9
Punteggio di 8,9",,4.0,preferred,False,False,1.186 recensioni,"1,8 km dal centro",True,,False,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Enzo'S Suite,€ 94,€ 85,,Camera King con Vista Giardino,Palermo,2024-06-15,"9,1
Punteggio di 9,1",,3.0,,False,False,97 recensioni,"1,3 km dal centro",True,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Palermo Historia,€ 137,€ 124,,Camera Matrimoniale Economy,"Castellammare Vucciria, Palermo",2024-06-15,"9,5
Punteggio di 9,5",,4.0,preferred,False,False,201 recensioni,450 m dal centro,True,,True,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Rosella Bianchi,€ 64,€ 64,,Camera Matrimoniale con Bagno Privato,"La Kalsa, Palermo",2024-06-15,"7,9
Punteggio di 7,9",,3.0,,False,False,510 recensioni,"1,2 km dal centro",False,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Suites Central Station,€ 139,€ 125,,Camera Tripla con Balcone,Palermo,2024-06-15,"8,9
Punteggio di 8,9",,4.0,preferred,False,False,294 recensioni,"1,4 km dal centro",True,,False,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Al Galileo Siciliano,€ 59,€ 53,,Camera Matrimoniale,Palermo,2024-06-15,"7,1
Punteggio di 7,1",,3.0,preferred,False,False,375 recensioni,"2,1 km dal centro",True,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Stanze al Genio B&B,€ 124,€ 124,,Camera King,"La Kalsa, Palermo",2024-06-15,"9,2
Punteggio di 9,2",,4.0,preferred,False,False,308 recensioni,"1,3 km dal centro",False,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
SANT'ELIGIO APARTMENTS & ROOMS,€ 84,€ 84,,Camera Matrimoniale con Bagno Privato,"Castellammare Vucciria, Palermo",2024-06-15,"9,7
Punteggio di 9,7",,3.0,,True,False,3 recensioni,"0,7 km dal centro",False,,False,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Residenza Wagner,€ 136,€ 136,,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato Esterno,"Ruggero Settimo, Palermo",2024-06-15,"8,6
Punteggio di 8,6",,4.0,preferred_plus,False,False,256 recensioni,450 m dal centro,False,,False,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
APOLEON Centro Storico,€ 79,€ 79,,Camera Deluxe Matrimoniale/Doppia con Letti Singoli,"La Kalsa, Palermo",2024-06-15,"8,6
Punteggio di 8,6",,,,True,False,20 recensioni,"1,2 km dal centro",False,,True,True,True,Windows,marcofantile,desktop,05-07-2024---12:36
"Open Sicily Homes ""Residence ai Quattro Canti"" - Self check in - Deposito Bagagli",€ 172,€ 149,Guadagna € 10 di Credito,Appartamento con Balcone,"Albergaria, Palermo",2024-06-15,"8,7
Punteggio di 8,7",,4.0,preferred_plus,False,False,423 recensioni,"0,8 km dal centro",True,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Hotel Politeama,€ 206,€ 190,Guadagna € 13 di Credito,Camera Matrimoniale Economy,"Ruggero Settimo, Palermo",2024-06-15,"8,8
Punteggio di 8,8",4.0,,preferred_plus,False,False,2.664 recensioni,"0,5 km dal centro",False,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Four Luxury Suite,€ 283,€ 152,,Camera King con Vasca Idromassaggio,Palermo,2024-06-15,"9,1
Punteggio di 9,1",,4.0,preferred,False,True,115 recensioni,"0,6 km dal centro",True,Offerta Vacanze ,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
B&B Alla Stazione,€ 74,€ 74,,Camera Matrimoniale,Palermo,2024-06-15,"7,7
Punteggio di 7,7",,3.0,,False,False,264 recensioni,"1,6 km dal centro",False,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Federico Secondo B&B,€ 118,€ 107,,Camera Matrimoniale,"Monte di Pietà, Palermo",2024-06-15,"8,7
Punteggio di 8,7",,3.0,preferred,False,False,796 recensioni,"0,6 km dal centro",True,,True,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
B&B Palermo Sole & Cultura,€ 100,€ 69,,Camera Tripla con Bagno Privato Esterno,Palermo,2024-06-15,"7,9
Punteggio di 7,9",,3.0,preferred,False,False,597 recensioni,2 km dal centro,True,Offerta Vacanze ,True,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Mix&Match,€ 105,€ 95,,Camera Matrimoniale Superior,"La Kalsa, Palermo",2024-06-15,"9,0
Punteggio di 9,0",,4.0,,False,False,154 recensioni,"0,9 km dal centro",True,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Ai Vicerè,€ 185,€ 152,,Camera Familiare,"Ruggero Settimo, Palermo",2024-06-15,"8,9
Punteggio di 8,9",,4.0,preferred_plus,False,False,509 recensioni,150 m dal centro,False,,False,True,True,Windows,marcofantile,desktop,05-07-2024---12:36
Le Cupole Decò,€ 142,€ 128,,Camera Matrimoniale Deluxe con Balcone e Vista Città,"Castellammare Vucciria, Palermo",2024-06-15,"9,3
Punteggio di 9,3",,4.0,preferred,False,False,336 recensioni,"0,6 km dal centro",True,,False,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Alba Camere,€ 136,€ 123,,Camera Matrimoniale con Bagno Privato Esterno,Palermo,2024-06-15,"8,4
Punteggio di 8,4",,3.0,preferred,False,False,1.373 recensioni,200 m dal centro,True,,False,True,True,Windows,marcofantile,desktop,05-07-2024---12:36
Bahalara Alloggio,€ 71,€ 71,,Camera Doppia con Letti Singoli,"Albergaria, Palermo",2024-06-15,"7,6
Punteggio di 7,6",,3.0,preferred,False,False,524 recensioni,"1,2 km dal centro",True,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Zefiro Suites,€ 251,€ 166,Guadagna € 12 di Credito,Camera Matrimoniale Budget,"La Kalsa, Palermo",2024-06-15,"9,4
Punteggio di 9,4",,4.0,preferred_plus,False,False,637 recensioni,"0,9 km dal centro",True,Offerta Vacanze ,True,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Basile rooms,€ 112,€ 82,,Camera Matrimoniale Deluxe con Balcone,Palermo,2024-06-15,"8,5
Punteggio di 8,5",,,preferred,False,True,119 recensioni,"1,8 km dal centro",True,Offerta Vacanze ,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
La Ciconella,€ 90,€ 81,,Camera Matrimoniale con Bagno Privato,Palermo,2024-06-15,"8,4
Punteggio di 8,4",,3.0,,False,False,336 recensioni,"1,6 km dal centro",True,,False,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Le vie del Centro,€ 114,€ 103,,Camera Matrimoniale con Bagno Privato,Palermo,2024-06-15,"9,4
Punteggio di 9,4",,3.0,preferred,False,False,110 recensioni,1 km dal centro,True,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Superior Suite Palermo,€ 234,€ 206,,Camera King con Vasca Idromassaggio,"La Kalsa, Palermo",2024-06-15,"9,8
Punteggio di 9,8",,4.0,preferred,False,True,50 recensioni,"0,9 km dal centro",True,,True,True,True,Windows,marcofantile,desktop,05-07-2024---12:36
Le Quattro Chiavi,€ 139,€ 129,,Appartamento Standard,"Castellammare Vucciria, Palermo",2024-06-15,"9,2
Punteggio di 9,2",,4.0,preferred,False,True,389 recensioni,300 m dal centro,True,,False,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Via Zara,€ 81,€ 72,,Camera Matrimoniale Budget,"La Kalsa, Palermo",2024-06-15,"8,6
Punteggio di 8,6",,,preferred,False,False,1.092 recensioni,"0,8 km dal centro",True,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Petrosino,€ 148,€ 133,,Camera Matrimoniale con Vista Giardino,"La Kalsa, Palermo",2024-06-15,"8,6
Punteggio di 8,6",,4.0,preferred,False,False,802 recensioni,1 km dal centro,True,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Rest and Go,€ 89,€ 67,,Camera Tripla Standard,"Albergaria, Palermo",2024-06-15,"8,2
Punteggio di 8,2",,3.0,preferred,False,False,337 recensioni,"1,3 km dal centro",True,Offerta Vacanze ,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Hotel Mediterraneo,€ 96,€ 96,,Camera Matrimoniale/Doppia con Letti Singoli,"Ruggero Settimo, Palermo",2024-06-15,"7,7
Punteggio di 7,7",3.0,,,False,False,3.888 recensioni,200 m dal centro,False,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Granatelli Rooms - City B&B,€ 160,€ 160,,Camera Matrimoniale con Balcone,"Ruggero Settimo, Palermo",2024-06-15,"9,2
Punteggio di 9,2",,4.0,preferred_plus,False,False,286 recensioni,300 m dal centro,False,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Triscele Glamour Rooms,€ 99,€ 99,,Camera Matrimoniale Standard,Palermo,2024-06-15,"8,9
Punteggio di 8,9",,4.0,preferred,False,False,291 recensioni,350 m dal centro,False,,False,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
"Casena Dei Colli, Sure Hotel Collection By Best Western",€ 136,€ 123,,Camera Matrimoniale Economy,Palermo,2024-06-15,"8,1
Punteggio di 8,1",4.0,,preferred,False,False,1.687 recensioni,"4,9 km dal centro",True,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Archè Design Rooms and Suites,€ 143,€ 143,,Camera Matrimoniale Economy,"Ruggero Settimo, Palermo",2024-06-15,"9,2
Punteggio di 9,2",,4.0,preferred,False,False,580 recensioni,"0,6 km dal centro",False,,False,True,True,Windows,marcofantile,desktop,05-07-2024---12:36
Palermo Inn Suite,€ 154,€ 91,,Camera Matrimoniale Standard,Palermo,2024-06-15,"7,9
Punteggio di 7,9",,3.0,preferred_plus,False,False,295 recensioni,"1,6 km dal centro",False,Offerta a tempo limitato ,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
White,€ 173,€ 103,,Camera King con Balcone,Palermo,2024-06-15,"8,9
Punteggio di 8,9",,4.0,preferred,False,False,1.098 recensioni,"1,5 km dal centro",True,,True,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Il Genio del Porto - Mabbonath b&b,€ 102,€ 92,,Camera Matrimoniale con Bagno Privato,"Ruggero Settimo, Palermo",2024-06-15,"9,3
Punteggio di 9,3",,3.0,preferred,False,False,226 recensioni,"0,7 km dal centro",True,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Vittorio Emanuele Rooms di Prinzi,€ 172,€ 143,Guadagna € 10 di Credito,Camera Tripla con Bagno Privato,Palermo,2024-06-15,"8,7
Punteggio di 8,7",,3.0,preferred_plus,False,False,258 recensioni,"0,7 km dal centro",True,,True,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Opera Prima 28,€ 114,€ 103,,Camera Matrimoniale Economy,Palermo,2024-06-15,"8,1
Punteggio di 8,1",,3.0,preferred,False,False,432 recensioni,200 m dal centro,True,,False,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
C'era Una Volta,€ 140,€ 117,Guadagna € 8 di Credito,Camera Quadrupla Deluxe,"Ruggero Settimo, Palermo",2024-06-15,"8,5
Punteggio di 8,5",,4.0,preferred_plus,False,False,541 recensioni,450 m dal centro,True,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Cassaro261 B&B,€ 186,€ 159,,Camera Matrimoniale Standard,"La Kalsa, Palermo",2024-06-15,"8,6
Punteggio di 8,6",,4.0,preferred_plus,False,False,694 recensioni,"0,7 km dal centro",False,,True,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
B&B Santa Caterina,€ 124,€ 124,,Camera Deluxe Matrimoniale/Doppia con Letti Singoli con Balcone,"La Kalsa, Palermo",2024-06-15,"9,5
Punteggio di 9,5",,3.0,,False,False,389 recensioni,"0,7 km dal centro",False,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Astoria Palace Hotel,€ 112,€ 112,,Camera Matrimoniale,Palermo,2024-06-15,"7,0
Punteggio di 7,0",4.0,,preferred,False,False,7.443 recensioni,"2,1 km dal centro",False,,False,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Amuri Room&Suite,€ 117,€ 105,,Camera Matrimoniale Deluxe con Doccia,"Ruggero Settimo, Palermo",2024-06-15,"8,8
Punteggio di 8,8",,3.0,preferred,False,False,465 recensioni,300 m dal centro,True,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Le Casette di Laura,€ 59,€ 59,,Casa Vacanze,Palermo,2024-06-15,"6,8
Punteggio di 6,8",,3.0,,False,False,476 recensioni,"0,7 km dal centro",False,,False,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
B&B Palazzo Corvino,€ 113,€ 113,,Camera Matrimoniale Standard,"La Kalsa, Palermo",2024-06-15,"9,0
Punteggio di 9,0",,4.0,preferred_plus,False,False,299 recensioni,"1,1 km dal centro",False,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Maison Butera,€ 209,€ 174,Guadagna € 12 di Credito,Camera King con Vista Mare,"La Kalsa, Palermo",2024-06-15,"8,9
Punteggio di 8,9",,4.0,preferred_plus,False,False,94 recensioni,"1,4 km dal centro",True,,True,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Palco Rooms&Suites,€ 177,€ 160,,Camera Matrimoniale,"Castellammare Vucciria, Palermo",2024-06-15,"9,3
Punteggio di 9,3",,4.0,preferred,False,False,265 recensioni,100 m dal centro,True,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Le Stanze Dell'Emiro,€ 94,€ 94,,Camera Queen con Vista Giardino,Palermo,2024-06-15,"9,4
Punteggio di 9,4",,4.0,preferred,False,False,357 recensioni,"1,4 km dal centro",False,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Hotel del Centro,€ 110,€ 100,,Camera Matrimoniale/Doppia con Letti Singoli,"La Kalsa, Palermo",2024-06-15,"7,7
Punteggio di 7,7",3.0,,preferred,False,False,506 recensioni,"1,2 km dal centro",True,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Alma Hotel,€ 156,€ 141,,Camera Matrimoniale,"Ruggero Settimo, Palermo",2024-06-15,"8,9
Punteggio di 8,9",3.0,,preferred,False,False,410 recensioni,300 m dal centro,True,,True,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Ciccio Rooms and breakfast,€ 175,€ 124,Guadagna € 9 di Credito,Camera Matrimoniale,Palermo,2024-06-15,"9,2
Punteggio di 9,2",,3.0,preferred_plus,False,False,96 recensioni,"3,5 km dal centro",True,,True,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Leone Suite B&B & Restaurant,€ 109,€ 109,,Camera Tripla Comfort,"Ruggero Settimo, Palermo",2024-06-15,"8,4
Punteggio di 8,4",,3.0,preferred,False,False,664 recensioni,"0,6 km dal centro",False,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
La Terrazza Palace B&B,€ 134,€ 134,,Camera Matrimoniale,"Ruggero Settimo, Palermo",2024-06-15,"8,8
Punteggio di 8,8",,4.0,preferred,False,False,393 recensioni,200 m dal centro,False,,True,True,True,Windows,marcofantile,desktop,05-07-2024---12:36
Palermo Inn Boutique,€ 394,€ 260,,Camera Matrimoniale Deluxe con Balcone,"Monte di Pietà, Palermo",2024-06-15,"9,0
Punteggio di 9,0",,4.0,preferred_plus,False,False,857 recensioni,350 m dal centro,True,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Casta Diva Luxury Apartments,€ 193,€ 163,Guadagna € 11 di Credito,Appartamento Superior,"Monte di Pietà, Palermo",2024-06-15,"9,5
Punteggio di 9,5",,4.0,preferred_plus,False,False,312 recensioni,450 m dal centro,True,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
B&B Cala Peppa,€ 134,€ 134,,Suite con Terrazza,"Castellammare Vucciria, Palermo",2024-06-15,"8,8
Punteggio di 8,8",,4.0,preferred,False,False,641 recensioni,"0,8 km dal centro",False,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
L'Opera Buffa,€ 132,€ 119,,Camera Matrimoniale Standard,"Monte di Pietà, Palermo",2024-06-15,"8,7
Punteggio di 8,7",,3.0,preferred,False,False,1.143 recensioni,250 m dal centro,True,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
LA VECCHIA PALERMO,€ 134,€ 121,,Camera Matrimoniale con Balcone,"Castellammare Vucciria, Palermo",2024-06-15,"8,5
Punteggio di 8,5",3.0,,preferred,False,False,97 recensioni,"0,5 km dal centro",True,,True,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Palermo ai Leoni,€ 84,€ 84,,Camera Deluxe,Palermo,2024-06-15,"8,6
Punteggio di 8,6",,4.0,preferred,False,False,244 recensioni,"2,7 km dal centro",False,,False,False,True,Windows,marcofantile,desktop,05-07-2024---12:36
Cortile dei Giusti - Combo Guesthouse,€ 80,€ 80,,Camera Tripla Standard,"La Kalsa, Palermo",2024-06-15,"9,1
Punteggio di 9,1",,,preferred,False,True,657 recensioni,"1,1 km dal centro",False,,False,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
Location10,€ 218,€ 192,Guadagna € 13 di Credito,Camera Matrimoniale Deluxe con Balcone,Palermo,2024-06-15,"9,2
Punteggio di 9,2",,4.0,preferred_plus,False,False,900 recensioni,"0,8 km dal centro",True,,True,False,False,Windows,marcofantile,desktop,05-07-2024---12:36
